payment_id,policy_name,chosen_action,amount,p_success_for_chosen_action,action_cost,expected_recovery,expected_net_value
pay_000179_a1,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000180_a2,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000181_a3,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000182_a1,WaitPolicy,WAIT,499,0.5788,0.0,288.8212,288.8212
pay_000183_a2,WaitPolicy,WAIT,499,0.5088,0.0,253.8912,253.8912
pay_000184_a1,WaitPolicy,WAIT,499,0.352,0.0,175.648,175.648
pay_000185_a2,WaitPolicy,WAIT,499,0.3682,0.0,183.7318,183.7318
pay_000186_a3,WaitPolicy,WAIT,499,0.2754,0.0,137.4246,137.4246
pay_000187_a4,WaitPolicy,WAIT,499,0.205,0.0,102.295,102.295
pay_000188_a1,WaitPolicy,WAIT,1499,0.7989,0.0,1197.5511,1197.5511
pay_000189_a1,WaitPolicy,WAIT,1499,0.8136,0.0,1219.5864,1219.5864
pay_000190_a1,WaitPolicy,WAIT,1499,0.6824,0.0,1022.9176,1022.9176
pay_000191_a2,WaitPolicy,WAIT,1499,0.6183,0.0,926.8317,926.8317
pay_000192_a3,WaitPolicy,WAIT,1499,0.5763,0.0,863.8737,863.8737
pay_000193_a1,WaitPolicy,WAIT,1499,0.6595,0.0,988.5905,988.5905
pay_000194_a2,WaitPolicy,WAIT,1499,0.5945,0.0,891.1555,891.1555
pay_000195_a1,WaitPolicy,WAIT,1499,0.5652,0.0,847.2348,847.2348
pay_000196_a1,WaitPolicy,WAIT,1499,0.68,0.0,1019.32,1019.32
pay_000197_a1,WaitPolicy,WAIT,1499,0.471,0.0,706.029,706.029
pay_000198_a2,WaitPolicy,WAIT,1499,0.3724,0.0,558.2276,558.2276
pay_000199_a1,WaitPolicy,WAIT,999,0.1375,0.0,137.3625,137.3625
pay_000200_a2,WaitPolicy,WAIT,999,0.062,0.0,61.938,61.938
pay_000201_a3,WaitPolicy,WAIT,999,0.0398,0.0,39.7602,39.7602
pay_000202_a4,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000203_a1,WaitPolicy,WAIT,999,0.2465,0.0,246.2535,246.2535
pay_000204_a1,WaitPolicy,WAIT,4999,0.223,0.0,1114.777,1114.777
pay_000205_a2,WaitPolicy,WAIT,4999,0.1512,0.0,755.8488,755.8488
pay_000206_a3,WaitPolicy,WAIT,4999,0.1157,0.0,578.3843,578.3843
pay_000207_a4,WaitPolicy,WAIT,4999,0.041,0.0,204.959,204.959
pay_000208_a1,WaitPolicy,WAIT,4999,0.1881,0.0,940.3119,940.3119
pay_000209_a1,WaitPolicy,WAIT,4999,0.0971,0.0,485.4029,485.4029
pay_000210_a2,WaitPolicy,WAIT,4999,0.0194,0.0,96.9806,96.9806
pay_000211_a1,WaitPolicy,WAIT,4999,0.1834,0.0,916.8166,916.8166
pay_000212_a2,WaitPolicy,WAIT,4999,0.0901,0.0,450.4099,450.4099
pay_000213_a3,WaitPolicy,WAIT,4999,0.0474,0.0,236.9526,236.9526
pay_000214_a4,WaitPolicy,WAIT,4999,0.01,0.0,49.99,49.99
pay_000215_a1,WaitPolicy,WAIT,4999,0.1439,0.0,719.3561,719.3561
pay_000216_a1,WaitPolicy,WAIT,4999,0.1767,0.0,883.3233,883.3233
pay_000217_a1,WaitPolicy,WAIT,4999,0.0781,0.0,390.4219,390.4219
pay_000218_a2,WaitPolicy,WAIT,4999,0.01,0.0,49.99,49.99
pay_000219_a3,WaitPolicy,WAIT,4999,0.01,0.0,49.99,49.99
pay_000220_a4,WaitPolicy,WAIT,4999,0.01,0.0,49.99,49.99
pay_000221_a1,WaitPolicy,WAIT,4999,0.01,0.0,49.99,49.99
pay_000222_a2,WaitPolicy,WAIT,4999,0.01,0.0,49.99,49.99
pay_000223_a1,WaitPolicy,WAIT,4999,0.1602,0.0,800.8398,800.8398
pay_000224_a2,WaitPolicy,WAIT,4999,0.1221,0.0,610.3779,610.3779
pay_000225_a3,WaitPolicy,WAIT,4999,0.029,0.0,144.971,144.971
pay_000226_a4,WaitPolicy,WAIT,4999,0.01,0.0,49.99,49.99
pay_000227_a1,WaitPolicy,WAIT,4999,0.01,0.0,49.99,49.99
pay_000228_a1,WaitPolicy,WAIT,4999,0.01,0.0,49.99,49.99
pay_000229_a2,WaitPolicy,WAIT,4999,0.01,0.0,49.99,49.99
pay_000230_a1,WaitPolicy,WAIT,4999,0.01,0.0,49.99,49.99
pay_000231_a2,WaitPolicy,WAIT,4999,0.01,0.0,49.99,49.99
pay_000232_a1,WaitPolicy,WAIT,799,0.0679,0.0,54.2521,54.2521
pay_000233_a2,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000234_a3,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000235_a4,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000236_a1,WaitPolicy,WAIT,799,0.1741,0.0,139.1059,139.1059
pay_000237_a2,WaitPolicy,WAIT,799,0.1155,0.0,92.2845,92.2845
pay_000238_a3,WaitPolicy,WAIT,799,0.0629,0.0,50.2571,50.2571
pay_000239_a4,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000240_a1,WaitPolicy,WAIT,799,0.0741,0.0,59.2059,59.2059
pay_000241_a2,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000242_a1,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000243_a2,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000244_a1,WaitPolicy,WAIT,799,0.1383,0.0,110.5017,110.5017
pay_000245_a1,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000246_a2,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000247_a3,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000248_a4,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000249_a1,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000250_a2,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000251_a1,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000252_a2,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000253_a3,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000254_a4,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000255_a1,WaitPolicy,WAIT,799,0.01,0.0,7.99,7.99
pay_000256_a1,WaitPolicy,WAIT,499,0.8842,0.0,441.2158,441.2158
pay_000257_a2,WaitPolicy,WAIT,499,0.7947,0.0,396.5553,396.5553
pay_000258_a3,WaitPolicy,WAIT,499,0.7811,0.0,389.7689,389.7689
pay_000259_a4,WaitPolicy,WAIT,499,0.7115,0.0,355.0385,355.0385
pay_000260_a1,WaitPolicy,WAIT,2999,0.2877,0.0,862.8123,862.8123
pay_000261_a2,WaitPolicy,WAIT,2999,0.2142,0.0,642.3858,642.3858
pay_000262_a3,WaitPolicy,WAIT,2999,0.1528,0.0,458.2472,458.2472
pay_000263_a1,WaitPolicy,WAIT,2999,0.238,0.0,713.762,713.762
pay_000264_a1,WaitPolicy,WAIT,2999,0.2216,0.0,664.5784,664.5784
pay_000265_a1,WaitPolicy,WAIT,2999,0.1225,0.0,367.3775,367.3775
pay_000266_a2,WaitPolicy,WAIT,2999,0.0651,0.0,195.2349,195.2349
pay_000267_a1,WaitPolicy,WAIT,2999,0.3198,0.0,959.0802,959.0802
pay_000268_a2,WaitPolicy,WAIT,2999,0.2523,0.0,756.6477,756.6477
pay_000269_a3,WaitPolicy,WAIT,2999,0.2025,0.0,607.2975,607.2975
pay_000270_a1,WaitPolicy,WAIT,2999,0.2072,0.0,621.3928,621.3928
pay_000271_a2,WaitPolicy,WAIT,2999,0.1268,0.0,380.2732,380.2732
pay_000272_a3,WaitPolicy,WAIT,2999,0.0772,0.0,231.5228,231.5228
pay_000273_a4,WaitPolicy,WAIT,2999,0.01,0.0,29.99,29.99
pay_000274_a1,WaitPolicy,WAIT,2999,0.1058,0.0,317.2942,317.2942
pay_000275_a2,WaitPolicy,WAIT,2999,0.0706,0.0,211.7294,211.7294
pay_000276_a3,WaitPolicy,WAIT,2999,0.01,0.0,29.99,29.99
pay_000277_a4,WaitPolicy,WAIT,2999,0.01,0.0,29.99,29.99
pay_000278_a1,WaitPolicy,WAIT,799,0.5197,0.0,415.2403,415.2403
pay_000279_a2,WaitPolicy,WAIT,799,0.4322,0.0,345.3278,345.3278
pay_000280_a3,WaitPolicy,WAIT,799,0.3978,0.0,317.8422,317.8422
pay_000281_a1,WaitPolicy,WAIT,799,0.4514,0.0,360.6686,360.6686
pay_000282_a2,WaitPolicy,WAIT,799,0.3887,0.0,310.5713,310.5713
pay_000283_a3,WaitPolicy,WAIT,799,0.3133,0.0,250.3267,250.3267
pay_000284_a1,WaitPolicy,WAIT,799,0.3185,0.0,254.4815,254.4815
pay_000285_a2,WaitPolicy,WAIT,799,0.2759,0.0,220.4441,220.4441
pay_000286_a1,WaitPolicy,WAIT,2999,0.1809,0.0,542.5191,542.5191
pay_000287_a2,WaitPolicy,WAIT,2999,0.1568,0.0,470.2432,470.2432
pay_000288_a3,WaitPolicy,WAIT,2999,0.107,0.0,320.893,320.893
pay_000289_a4,WaitPolicy,WAIT,2999,0.0405,0.0,121.4595,121.4595
pay_000290_a1,WaitPolicy,WAIT,2999,0.0369,0.0,110.6631,110.6631
pay_000291_a2,WaitPolicy,WAIT,2999,0.01,0.0,29.99,29.99
pay_000292_a1,WaitPolicy,WAIT,999,0.1245,0.0,124.3755,124.3755
pay_000293_a2,WaitPolicy,WAIT,999,0.102,0.0,101.898,101.898
pay_000294_a3,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000295_a1,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000296_a2,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000297_a1,WaitPolicy,WAIT,999,0.0874,0.0,87.3126,87.3126
pay_000298_a1,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000299_a2,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000300_a3,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000301_a1,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000302_a1,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000303_a2,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000304_a1,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000305_a2,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000306_a3,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000307_a4,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000308_a1,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000309_a2,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000310_a1,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000311_a2,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000312_a1,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000313_a2,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000314_a1,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000315_a2,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000316_a3,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000317_a4,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000318_a1,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000319_a2,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000320_a3,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000321_a4,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000322_a1,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000323_a2,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000324_a3,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000325_a4,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000326_a1,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000327_a1,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000328_a1,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
pay_000329_a2,WaitPolicy,WAIT,999,0.01,0.0,9.99,9.99
