payment_id,billing_cycle_id,customer_id,subscription_id,amount,payment_method,failure_reason,attempt_number,cumulative_failures,dynamic_success_rate,days_active
pay_000076_a2,cyc_000006_004,cust_000006,sub_000006,1999,card,expired_card,2,7,0.417,950
pay_000077_a1,cyc_000006_005,cust_000006,sub_000006,1999,card,expired_card,1,8,0.385,980
pay_000078_a1,cyc_000006_007,cust_000006,sub_000006,1999,card,insufficient_funds,1,9,0.4,1040
pay_000079_a1,cyc_000006_008,cust_000006,sub_000006,1999,card,expired_card,1,10,0.375,1070
pay_000080_a1,cyc_000006_010,cust_000006,sub_000006,1999,card,expired_card,1,11,0.389,1130
pay_000081_a2,cyc_000006_010,cust_000006,sub_000006,1999,card,expired_card,2,11,0.389,1130
pay_000082_a1,cyc_000006_012,cust_000006,sub_000006,1999,card,network_error,1,12,0.4,1190
pay_000083_a1,cyc_000007_002,cust_000007,sub_000007,1499,wallet,bank_decline,1,3,0.7,366
pay_000084_a2,cyc_000007_002,cust_000007,sub_000007,1499,wallet,bank_decline,2,3,0.7,366
pay_000085_a3,cyc_000007_002,cust_000007,sub_000007,1499,wallet,bank_decline,3,3,0.7,366
pay_000086_a4,cyc_000007_002,cust_000007,sub_000007,1499,wallet,bank_decline,4,3,0.7,366
pay_000087_a1,cyc_000007_011,cust_000007,sub_000007,1499,wallet,insufficient_funds,1,4,0.789,636
pay_000088_a2,cyc_000007_011,cust_000007,sub_000007,1499,wallet,insufficient_funds,2,4,0.789,636
pay_000089_a3,cyc_000007_011,cust_000007,sub_000007,1499,wallet,insufficient_funds,3,4,0.789,636
pay_000090_a1,cyc_000008_003,cust_000008,sub_000008,4999,upi,insufficient_funds,1,4,0.429,383
pay_000091_a2,cyc_000008_003,cust_000008,sub_000008,4999,upi,insufficient_funds,2,4,0.429,383
pay_000092_a1,cyc_000008_004,cust_000008,sub_000008,4999,upi,insufficient_funds,1,5,0.375,413
pay_000093_a2,cyc_000008_004,cust_000008,sub_000008,4999,upi,insufficient_funds,2,5,0.375,413
pay_000094_a1,cyc_000008_008,cust_000008,sub_000008,4999,upi,bank_decline,1,6,0.5,533
pay_000095_a2,cyc_000008_008,cust_000008,sub_000008,4999,upi,bank_decline,2,6,0.5,533
pay_000096_a3,cyc_000008_008,cust_000008,sub_000008,4999,upi,bank_decline,3,6,0.5,533
pay_000097_a1,cyc_000008_009,cust_000008,sub_000008,4999,upi,network_error,1,7,0.462,563
pay_000098_a2,cyc_000008_009,cust_000008,sub_000008,4999,upi,network_error,2,7,0.462,563
pay_000099_a1,cyc_000008_010,cust_000008,sub_000008,4999,upi,bank_decline,1,8,0.429,593
pay_000100_a2,cyc_000008_010,cust_000008,sub_000008,4999,upi,bank_decline,2,8,0.429,593
pay_000101_a1,cyc_000008_012,cust_000008,sub_000008,4999,upi,insufficient_funds,1,9,0.438,653
pay_000102_a2,cyc_000008_012,cust_000008,sub_000008,4999,upi,insufficient_funds,2,9,0.438,653
pay_000103_a1,cyc_000009_004,cust_000009,sub_000009,499,card,insufficient_funds,1,2,0.8,227
pay_000104_a2,cyc_000009_004,cust_000009,sub_000009,499,card,insufficient_funds,2,2,0.8,227
pay_000105_a1,cyc_000009_005,cust_000009,sub_000009,499,card,expired_card,1,3,0.727,257
pay_000106_a1,cyc_000009_007,cust_000009,sub_000009,499,card,insufficient_funds,1,4,0.692,317
pay_000107_a2,cyc_000009_007,cust_000009,sub_000009,499,card,insufficient_funds,2,4,0.692,317
pay_000108_a3,cyc_000009_007,cust_000009,sub_000009,499,card,insufficient_funds,3,4,0.692,317
pay_000109_a1,cyc_000009_008,cust_000009,sub_000009,499,card,bank_decline,1,5,0.643,347
pay_000110_a2,cyc_000009_008,cust_000009,sub_000009,499,card,bank_decline,2,5,0.643,347
pay_000111_a3,cyc_000009_008,cust_000009,sub_000009,499,card,bank_decline,3,5,0.643,347
pay_000112_a1,cyc_000010_011,cust_000010,sub_000010,499,upi,bank_decline,1,1,0.947,558
pay_000113_a2,cyc_000010_011,cust_000010,sub_000010,499,upi,bank_decline,2,1,0.947,558
pay_000114_a3,cyc_000010_011,cust_000010,sub_000010,499,upi,bank_decline,3,1,0.947,558
pay_000115_a4,cyc_000010_011,cust_000010,sub_000010,499,upi,bank_decline,4,1,0.947,558
pay_000116_a1,cyc_000012_002,cust_000012,sub_000012,499,card,network_error,1,4,0.6,689
pay_000117_a1,cyc_000012_004,cust_000012,sub_000012,499,card,insufficient_funds,1,5,0.583,749
pay_000118_a1,cyc_000012_006,cust_000012,sub_000012,499,card,insufficient_funds,1,6,0.571,809
pay_000119_a1,cyc_000012_008,cust_000012,sub_000012,499,card,temporary_bank_issue,1,7,0.562,869
pay_000120_a1,cyc_000012_009,cust_000012,sub_000012,499,card,bank_decline,1,8,0.529,899
pay_000121_a1,cyc_000012_010,cust_000012,sub_000012,499,card,bank_decline,1,9,0.5,929
pay_000122_a1,cyc_000012_011,cust_000012,sub_000012,499,card,network_error,1,10,0.474,959
pay_000123_a2,cyc_000012_011,cust_000012,sub_000012,499,card,network_error,2,10,0.474,959
pay_000124_a3,cyc_000012_011,cust_000012,sub_000012,499,card,network_error,3,10,0.474,959
pay_000125_a4,cyc_000012_011,cust_000012,sub_000012,499,card,network_error,4,10,0.474,959
pay_000126_a1,cyc_000013_002,cust_000013,sub_000013,999,upi,expired_card,1,3,0.625,318
pay_000127_a1,cyc_000013_003,cust_000013,sub_000013,999,upi,bank_decline,1,4,0.556,348
pay_000128_a2,cyc_000013_003,cust_000013,sub_000013,999,upi,bank_decline,2,4,0.556,348
pay_000129_a1,cyc_000013_004,cust_000013,sub_000013,999,upi,insufficient_funds,1,5,0.5,378
pay_000130_a1,cyc_000013_005,cust_000013,sub_000013,999,upi,insufficient_funds,1,6,0.455,408
pay_000131_a2,cyc_000013_005,cust_000013,sub_000013,999,upi,insufficient_funds,2,6,0.455,408
pay_000132_a1,cyc_000013_007,cust_000013,sub_000013,999,upi,insufficient_funds,1,7,0.462,468
pay_000133_a2,cyc_000013_007,cust_000013,sub_000013,999,upi,insufficient_funds,2,7,0.462,468
pay_000134_a1,cyc_000013_008,cust_000013,sub_000013,999,upi,insufficient_funds,1,8,0.429,498
pay_000135_a1,cyc_000013_011,cust_000013,sub_000013,999,upi,insufficient_funds,1,9,0.471,588
pay_000136_a1,cyc_000014_001,cust_000014,sub_000014,2999,card,insufficient_funds,1,3,0.571,321
pay_000137_a2,cyc_000014_001,cust_000014,sub_000014,2999,card,insufficient_funds,2,3,0.571,321
pay_000138_a3,cyc_000014_001,cust_000014,sub_000014,2999,card,insufficient_funds,3,3,0.571,321
pay_000139_a4,cyc_000014_001,cust_000014,sub_000014,2999,card,insufficient_funds,4,3,0.571,321
pay_000140_a1,cyc_000014_003,cust_000014,sub_000014,2999,card,bank_decline,1,4,0.556,381
pay_000141_a2,cyc_000014_003,cust_000014,sub_000014,2999,card,bank_decline,2,4,0.556,381
pay_000142_a3,cyc_000014_003,cust_000014,sub_000014,2999,card,bank_decline,3,4,0.556,381
pay_000143_a1,cyc_000014_004,cust_000014,sub_000014,2999,card,insufficient_funds,1,5,0.5,411
pay_000144_a2,cyc_000014_004,cust_000014,sub_000014,2999,card,insufficient_funds,2,5,0.5,411
pay_000145_a1,cyc_000014_009,cust_000014,sub_000014,2999,card,insufficient_funds,1,6,0.6,561
pay_000146_a2,cyc_000014_009,cust_000014,sub_000014,2999,card,insufficient_funds,2,6,0.6,561
pay_000147_a3,cyc_000014_009,cust_000014,sub_000014,2999,card,insufficient_funds,3,6,0.6,561
pay_000148_a4,cyc_000014_009,cust_000014,sub_000014,2999,card,insufficient_funds,4,6,0.6,561
pay_000149_a1,cyc_000014_011,cust_000014,sub_000014,2999,card,insufficient_funds,1,7,0.588,621
pay_000150_a2,cyc_000014_011,cust_000014,sub_000014,2999,card,insufficient_funds,2,7,0.588,621
pay_000151_a3,cyc_000014_011,cust_000014,sub_000014,2999,card,insufficient_funds,3,7,0.588,621
pay_000152_a4,cyc_000014_011,cust_000014,sub_000014,2999,card,insufficient_funds,4,7,0.588,621
pay_000153_a1,cyc_000015_012,cust_000015,sub_000015,9999,netbanking,insufficient_funds,1,0,1.0,752
pay_000154_a2,cyc_000015_012,cust_000015,sub_000015,9999,netbanking,insufficient_funds,2,0,1.0,752
pay_000155_a3,cyc_000015_012,cust_000015,sub_000015,9999,netbanking,insufficient_funds,3,0,1.0,752
pay_000156_a4,cyc_000015_012,cust_000015,sub_000015,9999,netbanking,insufficient_funds,4,0,1.0,752
pay_000157_a1,cyc_000016_001,cust_000016,sub_000016,2999,upi,bank_decline,1,4,0.429,232
pay_000158_a1,cyc_000016_002,cust_000016,sub_000016,2999,upi,network_error,1,5,0.375,262
pay_000159_a2,cyc_000016_002,cust_000016,sub_000016,2999,upi,network_error,2,5,0.375,262
pay_000160_a1,cyc_000016_008,cust_000016,sub_000016,2999,upi,insufficient_funds,1,6,0.571,442
pay_000161_a1,cyc_000016_009,cust_000016,sub_000016,2999,upi,temporary_bank_issue,1,7,0.533,472
pay_000162_a2,cyc_000016_009,cust_000016,sub_000016,2999,upi,temporary_bank_issue,2,7,0.533,472
pay_000163_a3,cyc_000016_009,cust_000016,sub_000016,2999,upi,temporary_bank_issue,3,7,0.533,472
pay_000164_a4,cyc_000016_009,cust_000016,sub_000016,2999,upi,temporary_bank_issue,4,7,0.533,472
pay_000165_a1,cyc_000016_012,cust_000016,sub_000016,2999,upi,temporary_bank_issue,1,8,0.556,562
pay_000166_a2,cyc_000016_012,cust_000016,sub_000016,2999,upi,temporary_bank_issue,2,8,0.556,562
pay_000167_a1,cyc_000017_006,cust_000017,sub_000017,499,upi,bank_decline,1,1,0.933,377
pay_000168_a2,cyc_000017_006,cust_000017,sub_000017,499,upi,bank_decline,2,1,0.933,377
pay_000169_a1,cyc_000018_002,cust_000018,sub_000018,1499,card,insufficient_funds,1,0,1.0,895
pay_000170_a2,cyc_000018_002,cust_000018,sub_000018,1499,card,insufficient_funds,2,0,1.0,895
pay_000171_a1,cyc_000019_003,cust_000019,sub_000019,999,card,insufficient_funds,1,5,0.545,662
pay_000172_a1,cyc_000019_006,cust_000019,sub_000019,999,card,insufficient_funds,1,6,0.571,752
pay_000173_a1,cyc_000019_007,cust_000019,sub_000019,999,card,insufficient_funds,1,7,0.533,782
pay_000174_a2,cyc_000019_007,cust_000019,sub_000019,999,card,insufficient_funds,2,7,0.533,782
pay_000175_a1,cyc_000019_008,cust_000019,sub_000019,999,card,expired_card,1,8,0.5,812
pay_000176_a2,cyc_000019_008,cust_000019,sub_000019,999,card,expired_card,2,8,0.5,812
pay_000177_a3,cyc_000019_008,cust_000019,sub_000019,999,card,expired_card,3,8,0.5,812
pay_000178_a1,cyc_000019_009,cust_000019,sub_000019,999,card,insufficient_funds,1,9,0.471,842
pay_000179_a1,cyc_000019_012,cust_000019,sub_000019,999,card,expired_card,1,10,0.5,932
pay_000180_a2,cyc_000019_012,cust_000019,sub_000019,999,card,expired_card,2,10,0.5,932
pay_000181_a3,cyc_000019_012,cust_000019,sub_000019,999,card,expired_card,3,10,0.5,932
pay_000182_a1,cyc_000020_004,cust_000020,sub_000020,499,card,network_error,1,1,0.889,676
pay_000183_a2,cyc_000020_004,cust_000020,sub_000020,499,card,network_error,2,1,0.889,676
pay_000184_a1,cyc_000020_005,cust_000020,sub_000020,499,card,authentication_failure,1,2,0.8,706
pay_000185_a2,cyc_000020_005,cust_000020,sub_000020,499,card,authentication_failure,2,2,0.8,706
pay_000186_a3,cyc_000020_005,cust_000020,sub_000020,499,card,authentication_failure,3,2,0.8,706
pay_000187_a4,cyc_000020_005,cust_000020,sub_000020,499,card,authentication_failure,4,2,0.8,706
pay_000188_a1,cyc_000021_001,cust_000021,sub_000021,1499,upi,network_error,1,1,0.889,346
pay_000189_a1,cyc_000021_003,cust_000021,sub_000021,1499,upi,network_error,1,2,0.818,406
pay_000190_a1,cyc_000021_004,cust_000021,sub_000021,1499,upi,bank_decline,1,3,0.75,436
pay_000191_a2,cyc_000021_004,cust_000021,sub_000021,1499,upi,bank_decline,2,3,0.75,436
pay_000192_a3,cyc_000021_004,cust_000021,sub_000021,1499,upi,bank_decline,3,3,0.75,436
pay_000193_a1,cyc_000021_006,cust_000021,sub_000021,1499,upi,bank_decline,1,4,0.714,496
pay_000194_a2,cyc_000021_006,cust_000021,sub_000021,1499,upi,bank_decline,2,4,0.714,496
pay_000195_a1,cyc_000021_007,cust_000021,sub_000021,1499,upi,insufficient_funds,1,5,0.667,526
pay_000196_a1,cyc_000021_008,cust_000021,sub_000021,1499,upi,temporary_bank_issue,1,6,0.625,556
pay_000197_a1,cyc_000021_011,cust_000021,sub_000021,1499,upi,expired_card,1,7,0.632,646
pay_000198_a2,cyc_000021_011,cust_000021,sub_000021,1499,upi,expired_card,2,7,0.632,646
pay_000199_a1,cyc_000024_005,cust_000024,sub_000024,999,card,expired_card,1,3,0.7,166
pay_000200_a2,cyc_000024_005,cust_000024,sub_000024,999,card,expired_card,2,3,0.7,166
pay_000201_a3,cyc_000024_005,cust_000024,sub_000024,999,card,expired_card,3,3,0.7,166
pay_000202_a4,cyc_000024_005,cust_000024,sub_000024,999,card,expired_card,4,3,0.7,166
pay_000203_a1,cyc_000024_007,cust_000024,sub_000024,999,card,authentication_failure,1,4,0.667,226
pay_000204_a1,cyc_000025_001,cust_000025,sub_000025,4999,card,insufficient_funds,1,6,0.455,840
pay_000205_a2,cyc_000025_001,cust_000025,sub_000025,4999,card,insufficient_funds,2,6,0.455,840
pay_000206_a3,cyc_000025_001,cust_000025,sub_000025,4999,card,insufficient_funds,3,6,0.455,840
pay_000207_a4,cyc_000025_001,cust_000025,sub_000025,4999,card,insufficient_funds,4,6,0.455,840
pay_000208_a1,cyc_000025_002,cust_000025,sub_000025,4999,card,insufficient_funds,1,7,0.417,870
pay_000209_a1,cyc_000025_003,cust_000025,sub_000025,4999,card,expired_card,1,8,0.385,900
pay_000210_a2,cyc_000025_003,cust_000025,sub_000025,4999,card,expired_card,2,8,0.385,900
pay_000211_a1,cyc_000025_004,cust_000025,sub_000025,4999,card,bank_decline,1,9,0.357,930
pay_000212_a2,cyc_000025_004,cust_000025,sub_000025,4999,card,bank_decline,2,9,0.357,930
pay_000213_a3,cyc_000025_004,cust_000025,sub_000025,4999,card,bank_decline,3,9,0.357,930
pay_000214_a4,cyc_000025_004,cust_000025,sub_000025,4999,card,bank_decline,4,9,0.357,930
pay_000215_a1,cyc_000025_005,cust_000025,sub_000025,4999,card,bank_decline,1,10,0.333,960
pay_000216_a1,cyc_000025_006,cust_000025,sub_000025,4999,card,network_error,1,11,0.312,990
pay_000217_a1,cyc_000025_007,cust_000025,sub_000025,4999,card,authentication_failure,1,12,0.294,1020
pay_000218_a2,cyc_000025_007,cust_000025,sub_000025,4999,card,authentication_failure,2,12,0.294,1020
pay_000219_a3,cyc_000025_007,cust_000025,sub_000025,4999,card,authentication_failure,3,12,0.294,1020
pay_000220_a4,cyc_000025_007,cust_000025,sub_000025,4999,card,authentication_failure,4,12,0.294,1020
pay_000221_a1,cyc_000025_008,cust_000025,sub_000025,4999,card,insufficient_funds,1,13,0.278,1050
pay_000222_a2,cyc_000025_008,cust_000025,sub_000025,4999,card,insufficient_funds,2,13,0.278,1050
pay_000223_a1,cyc_000025_009,cust_000025,sub_000025,4999,card,network_error,1,14,0.263,1080
pay_000224_a2,cyc_000025_009,cust_000025,sub_000025,4999,card,network_error,2,14,0.263,1080
pay_000225_a3,cyc_000025_009,cust_000025,sub_000025,4999,card,network_error,3,14,0.263,1080
pay_000226_a4,cyc_000025_009,cust_000025,sub_000025,4999,card,network_error,4,14,0.263,1080
pay_000227_a1,cyc_000025_010,cust_000025,sub_000025,4999,card,insufficient_funds,1,15,0.25,1110
pay_000228_a1,cyc_000025_011,cust_000025,sub_000025,4999,card,expired_card,1,16,0.238,1140
pay_000229_a2,cyc_000025_011,cust_000025,sub_000025,4999,card,expired_card,2,16,0.238,1140
pay_000230_a1,cyc_000025_012,cust_000025,sub_000025,4999,card,expired_card,1,17,0.227,1170
pay_000231_a2,cyc_000025_012,cust_000025,sub_000025,4999,card,expired_card,2,17,0.227,1170
pay_000232_a1,cyc_000026_001,cust_000026,sub_000026,799,card,insufficient_funds,1,8,0.273,909
pay_000233_a2,cyc_000026_001,cust_000026,sub_000026,799,card,insufficient_funds,2,8,0.273,909
pay_000234_a3,cyc_000026_001,cust_000026,sub_000026,799,card,insufficient_funds,3,8,0.273,909
pay_000235_a4,cyc_000026_001,cust_000026,sub_000026,799,card,insufficient_funds,4,8,0.273,909
pay_000236_a1,cyc_000026_002,cust_000026,sub_000026,799,card,network_error,1,9,0.25,939
pay_000237_a2,cyc_000026_002,cust_000026,sub_000026,799,card,network_error,2,9,0.25,939
pay_000238_a3,cyc_000026_002,cust_000026,sub_000026,799,card,network_error,3,9,0.25,939
pay_000239_a4,cyc_000026_002,cust_000026,sub_000026,799,card,network_error,4,9,0.25,939
pay_000240_a1,cyc_000026_005,cust_000026,sub_000026,799,card,bank_decline,1,10,0.333,1029
pay_000241_a2,cyc_000026_005,cust_000026,sub_000026,799,card,bank_decline,2,10,0.333,1029
pay_000242_a1,cyc_000026_006,cust_000026,sub_000026,799,card,insufficient_funds,1,11,0.312,1059
pay_000243_a2,cyc_000026_006,cust_000026,sub_000026,799,card,insufficient_funds,2,11,0.312,1059
pay_000244_a1,cyc_000026_007,cust_000026,sub_000026,799,card,temporary_bank_issue,1,12,0.294,1089
pay_000245_a1,cyc_000026_008,cust_000026,sub_000026,799,card,bank_decline,1,13,0.278,1119
pay_000246_a2,cyc_000026_008,cust_000026,sub_000026,799,card,bank_decline,2,13,0.278,1119
pay_000247_a3,cyc_000026_008,cust_000026,sub_000026,799,card,bank_decline,3,13,0.278,1119
pay_000248_a4,cyc_000026_008,cust_000026,sub_000026,799,card,bank_decline,4,13,0.278,1119
pay_000249_a1,cyc_000026_010,cust_000026,sub_000026,799,card,insufficient_funds,1,14,0.3,1179
pay_000250_a2,cyc_000026_010,cust_000026,sub_000026,799,card,insufficient_funds,2,14,0.3,1179
pay_000251_a1,cyc_000026_011,cust_000026,sub_000026,799,card,bank_decline,1,15,0.286,1209
pay_000252_a2,cyc_000026_011,cust_000026,sub_000026,799,card,bank_decline,2,15,0.286,1209
pay_000253_a3,cyc_000026_011,cust_000026,sub_000026,799,card,bank_decline,3,15,0.286,1209
pay_000254_a4,cyc_000026_011,cust_000026,sub_000026,799,card,bank_decline,4,15,0.286,1209
pay_000255_a1,cyc_000026_012,cust_000026,sub_000026,799,card,insufficient_funds,1,16,0.273,1239
pay_000256_a1,cyc_000027_002,cust_000027,sub_000027,499,wallet,bank_decline,1,0,1.0,114
pay_000257_a2,cyc_000027_002,cust_000027,sub_000027,499,wallet,bank_decline,2,0,1.0,114
pay_000258_a3,cyc_000027_002,cust_000027,sub_000027,499,wallet,bank_decline,3,0,1.0,114
pay_000259_a4,cyc_000027_002,cust_000027,sub_000027,499,wallet,bank_decline,4,0,1.0,114
pay_000260_a1,cyc_000029_001,cust_000029,sub_000029,2999,upi,insufficient_funds,1,5,0.545,881
pay_000261_a2,cyc_000029_001,cust_000029,sub_000029,2999,upi,insufficient_funds,2,5,0.545,881
pay_000262_a3,cyc_000029_001,cust_000029,sub_000029,2999,upi,insufficient_funds,3,5,0.545,881
pay_000263_a1,cyc_000029_003,cust_000029,sub_000029,2999,upi,expired_card,1,6,0.538,941
pay_000264_a1,cyc_000029_004,cust_000029,sub_000029,2999,upi,insufficient_funds,1,7,0.5,971
pay_000265_a1,cyc_000029_006,cust_000029,sub_000029,2999,upi,expired_card,1,8,0.5,1031
pay_000266_a2,cyc_000029_006,cust_000029,sub_000029,2999,upi,expired_card,2,8,0.5,1031
pay_000267_a1,cyc_000029_009,cust_000029,sub_000029,2999,upi,network_error,1,9,0.526,1121
