customer_id,cv_fold
cust_000608,1
cust_000609,2
cust_000611,3
cust_000612,4
cust_000613,0
cust_000614,1
cust_000615,2
cust_000616,3
cust_000617,4
cust_000618,0
cust_000620,1
cust_000621,2
cust_000622,3
cust_000623,4
cust_000624,0
cust_000625,1
cust_000626,2
cust_000627,3
cust_000629,4
cust_000630,0
cust_000631,1
cust_000632,2
cust_000633,3
cust_000634,4
cust_000635,0
cust_000636,1
cust_000637,2
cust_000639,3
cust_000640,4
cust_000641,0
cust_000642,1
cust_000643,2
cust_000646,3
cust_000648,4
cust_000649,0
cust_000650,1
cust_000651,2
cust_000652,3
cust_000653,4
cust_000654,0
cust_000656,1
cust_000657,2
cust_000658,3
cust_000659,4
cust_000660,0
cust_000661,1
cust_000662,2
cust_000663,3
cust_000664,4
cust_000665,0
cust_000666,1
cust_000667,2
cust_000668,3
cust_000669,4
cust_000670,0
cust_000672,1
cust_000674,2
cust_000675,3
cust_000676,4
cust_000678,0
cust_000680,1
cust_000681,2
cust_000682,3
cust_000683,4
cust_000684,0
cust_000685,1
cust_000688,2
cust_000689,3
cust_000690,4
cust_000691,0
cust_000692,1
cust_000695,2
cust_000696,3
cust_000697,4
cust_000698,0
cust_000700,1
cust_000701,2
cust_000702,3
cust_000703,4
cust_000704,0
cust_000705,1
cust_000706,2
cust_000707,3
cust_000708,4
cust_000709,0
cust_000710,1
cust_000711,2
cust_000712,3
cust_000713,4
cust_000714,0
cust_000715,1
cust_000716,2
cust_000717,3
cust_000718,4
cust_000719,0
cust_000720,1
cust_000721,2
cust_000722,3
cust_000723,4
cust_000724,0
cust_000725,1
cust_000726,2
cust_000728,3
cust_000729,4
cust_000730,0
cust_000731,1
cust_000732,2
cust_000735,3
cust_000737,4
cust_000738,0
cust_000739,1
cust_000740,2
cust_000744,3
cust_000745,4
cust_000747,0
cust_000748,1
cust_000749,2
cust_000750,3
cust_000751,4
cust_000752,0
cust_000753,1
cust_000754,2
cust_000755,3
cust_000756,4
cust_000757,0
cust_000758,1
cust_000759,2
cust_000760,3
cust_000761,4
cust_000762,0
cust_000764,1
cust_000765,2
cust_000766,3
cust_000767,4
cust_000768,0
cust_000769,1
cust_000770,2
cust_000772,3
cust_000773,4
cust_000774,0
cust_000775,1
cust_000776,2
cust_000777,3
cust_000779,4
cust_000780,0
cust_000781,1
cust_000782,2
cust_000783,3
cust_000784,4
cust_000785,0
cust_000786,1
cust_000787,2
cust_000788,3
cust_000789,4
cust_000791,0
cust_000792,1
cust_000793,2
cust_000794,3
cust_000795,4
cust_000796,0
cust_000798,1
cust_000800,2
cust_000801,3
cust_000802,4
cust_000803,0
cust_000804,1
cust_000805,2
cust_000806,3
cust_000807,4
cust_000809,0
cust_000810,1
cust_000811,2
cust_000812,3
cust_000813,4
cust_000814,0
cust_000815,1
cust_000816,2
cust_000817,3
cust_000818,4
cust_000819,0
cust_000821,1
cust_000822,2
cust_000823,3
cust_000824,4
cust_000825,0
cust_000826,1
cust_000829,2
cust_000830,3
cust_000831,4
cust_000832,0
cust_000833,1
cust_000834,2
cust_000835,3
cust_000837,4
cust_000839,0
cust_000841,1
cust_000843,2
cust_000844,3
cust_000845,4
cust_000846,0
cust_000847,1
cust_000848,2
cust_000849,3
cust_000850,4
cust_000851,0
cust_000855,1
cust_000856,2
cust_000857,3
cust_000858,4
cust_000859,0
cust_000860,1
cust_000861,2
cust_000862,3
cust_000863,4
cust_000864,0
cust_000865,1
cust_000866,2
cust_000867,3
cust_000868,4
cust_000869,0
cust_000871,1
cust_000872,2
cust_000873,3
cust_000875,4
cust_000876,0
cust_000877,1
cust_000878,2
cust_000880,3
cust_000881,4
cust_000882,0
cust_000883,1
cust_000884,2
cust_000886,3
cust_000887,4
cust_000888,0
cust_000891,1
cust_000893,2
cust_000895,3
cust_000897,4
cust_000898,0
cust_000899,1
cust_000900,2
cust_000901,3
cust_000903,4
cust_000904,0
cust_000906,1
cust_000907,2
cust_000909,3
cust_000910,4
cust_000911,0
cust_000912,1
cust_000913,2
cust_000914,3
cust_000916,4
cust_000917,0
cust_000918,1
cust_000919,2
cust_000920,3
cust_000921,4
cust_000923,0
cust_000924,1
cust_000925,2
cust_000926,3
cust_000927,4
cust_000928,0
cust_000929,1
cust_000930,2
cust_000931,3
cust_000932,4
cust_000933,0
cust_000934,1
cust_000935,2
cust_000936,3
cust_000937,4
cust_000938,0
cust_000939,1
cust_000940,2
cust_000941,3
cust_000943,4
cust_000944,0
cust_000945,1
cust_000946,2
cust_000948,3
cust_000949,4
cust_000950,0
cust_000951,1
cust_000952,2
cust_000953,3
cust_000955,4
cust_000956,0
cust_000957,1
cust_000959,2
cust_000960,3
cust_000961,4
cust_000962,0
cust_000963,1
cust_000964,2
cust_000965,3
cust_000968,4
cust_000969,0
cust_000970,1
cust_000972,2
cust_000973,3
cust_000974,4
cust_000976,0
cust_000977,1
cust_000979,2
cust_000980,3
cust_000981,4
cust_000983,0
cust_000985,1
cust_000986,2
cust_000987,3
cust_000988,4
cust_000989,0
cust_000990,1
cust_000991,2
cust_000992,3
cust_000993,4
cust_000994,0
cust_000995,1
cust_000997,2
cust_000998,3
cust_000999,4
cust_001000,0
cust_001001,1
cust_001002,2
cust_001006,3
cust_001007,4
cust_001009,0
cust_001010,1
cust_001012,2
cust_001013,3
cust_001014,4
cust_001015,0
cust_001016,1
cust_001017,2
cust_001019,3
cust_001020,4
cust_001021,0
cust_001022,1
cust_001024,2
cust_001025,3
cust_001026,4
cust_001027,0
cust_001028,1
cust_001029,2
cust_001030,3
cust_001031,4
cust_001032,0
cust_001033,1
cust_001034,2
cust_001035,3
cust_001036,4
cust_001037,0
cust_001038,1
cust_001039,2
cust_001040,3
cust_001041,4
cust_001042,0
cust_001043,1
cust_001044,2
cust_001045,3
cust_001047,4
cust_001048,0
cust_001049,1
cust_001050,2
cust_001051,3
cust_001052,4
cust_001053,0
cust_001054,1
cust_001055,2
cust_001056,3
cust_001057,4
cust_001058,0
cust_001059,1
cust_001060,2
cust_001061,3
cust_001063,4
cust_001065,0
cust_001067,1
cust_001068,2
cust_001069,3
cust_001070,4
cust_001072,0
cust_001073,1
cust_001074,2
cust_001075,3
cust_001076,4
cust_001077,0
cust_001078,1
cust_001079,2
cust_001080,3
cust_001081,4
cust_001082,0
cust_001084,1
cust_001085,2
cust_001086,3
cust_001087,4
cust_001088,0
cust_001089,1
cust_001090,2
cust_001092,3
cust_001093,4
cust_001095,0
cust_001096,1
cust_001097,2
cust_001099,3
cust_001100,4
cust_001101,0
cust_001102,1
cust_001103,2
cust_001104,3
cust_001106,4
cust_001107,0
cust_001108,1
cust_001109,2
cust_001110,3
cust_001112,4
cust_001113,0
cust_001114,1
cust_001115,2
cust_001116,3
cust_001117,4
cust_001118,0
cust_001119,1
cust_001120,2
cust_001122,3
cust_001123,4
cust_001126,0
cust_001127,1
cust_001128,2
cust_001129,3
cust_001130,4
cust_001131,0
cust_001133,1
cust_001134,2
cust_001135,3
cust_001137,4
cust_001138,0
cust_001139,1
cust_001140,2
cust_001141,3
cust_001142,4
cust_001143,0
cust_001144,1
cust_001145,2
cust_001146,3
cust_001147,4
cust_001148,0
cust_001150,1
cust_001151,2
cust_001152,3
cust_001153,4
cust_001154,0
cust_001156,1
cust_001158,2
cust_001159,3
cust_001160,4
cust_001162,0
cust_001163,1
cust_001164,2
cust_001165,3
cust_001166,4
cust_001167,0
cust_001168,1
cust_001169,2
cust_001170,3
cust_001171,4
cust_001172,0
cust_001173,1
cust_001174,2
cust_001175,3
cust_001176,4
cust_001177,0
cust_001178,1
cust_001179,2
cust_001180,3
cust_001181,4
cust_001183,0
cust_001184,1
cust_001185,2
cust_001186,3
cust_001187,4
cust_001188,0
cust_001189,1
cust_001190,2
cust_001191,3
cust_001194,4
cust_001195,0
cust_001197,1
cust_001198,2
cust_001200,3
cust_001201,4
cust_001203,0
cust_001205,1
cust_001206,2
cust_001207,3
cust_001208,4
cust_001209,0
cust_001210,1
cust_001211,2
cust_001212,3
cust_001213,4
cust_001214,0
cust_001217,1
cust_001218,2
cust_001221,3
cust_001222,4
cust_001223,0
cust_001224,1
cust_001225,2
cust_001226,3
cust_001227,4
cust_001228,0
cust_001230,1
cust_001231,2
cust_001232,3
cust_001233,4
cust_001234,0
cust_001236,1
cust_001237,2
cust_001238,3
cust_001239,4
cust_001241,0
cust_001242,1
cust_001243,2
cust_001244,3
cust_001245,4
cust_001246,0
cust_001247,1
cust_001248,2
cust_001249,3
cust_001250,4
cust_001251,0
cust_001252,1
cust_001253,2
cust_001255,3
cust_001256,4
cust_001257,0
cust_001258,1
cust_001259,2
cust_001260,3
cust_001262,4
cust_001263,0
cust_001264,1
cust_001265,2
cust_001266,3
cust_001267,4
cust_001268,0
cust_001270,1
cust_001271,2
cust_001272,3
cust_001273,4
cust_001274,0
cust_001275,1
cust_001277,2
cust_001278,3
cust_001279,4
cust_001280,0
cust_001281,1
cust_001282,2
cust_001283,3
cust_001284,4
cust_001285,0
cust_001286,1
cust_001287,2
cust_001288,3
cust_001289,4
cust_001290,0
cust_001291,1
cust_001292,2
cust_001293,3
cust_001295,4
cust_001296,0
cust_001297,1
cust_001298,2
cust_001299,3
cust_001300,4
cust_001301,0
cust_001302,1
cust_001303,2
cust_001304,3
cust_001306,4
cust_001307,0
cust_001308,1
cust_001309,2
cust_001310,3
cust_001313,4
cust_001314,0
cust_001316,1
cust_001317,2
cust_001318,3
cust_001320,4
cust_001321,0
cust_001322,1
cust_001323,2
cust_001324,3
cust_001325,4
cust_001327,0
cust_001328,1
cust_001329,2
cust_001330,3
cust_001331,4
cust_001333,0
cust_001334,1
cust_001335,2
cust_001336,3
cust_001337,4
cust_001338,0
cust_001339,1
cust_001340,2
cust_001341,3
cust_001342,4
cust_001343,0
cust_001344,1
cust_001346,2
cust_001347,3
cust_001348,4
cust_001351,0
cust_001354,1
cust_001355,2
cust_001356,3
cust_001357,4
cust_001358,0
cust_001359,1
cust_001360,2
cust_001361,3
cust_001364,4
cust_001365,0
cust_001367,1
cust_001371,2
cust_001372,3
cust_001374,4
cust_001375,0
cust_001376,1
cust_001377,2
cust_001378,3
cust_001379,4
cust_001380,0
cust_001381,1
cust_001382,2
cust_001383,3
cust_001384,4
cust_001385,0
cust_001387,1
cust_001388,2
cust_001389,3
cust_001390,4
cust_001392,0
cust_001393,1
cust_001394,2
cust_001395,3
cust_001396,4
cust_001397,0
cust_001398,1
cust_001399,2
cust_001400,3
cust_001401,4
cust_001402,0
cust_001403,1
cust_001404,2
cust_001405,3
cust_001407,4
cust_001408,0
cust_001409,1
cust_001410,2
cust_001412,3
cust_001413,4
cust_001414,0
cust_001415,1
cust_001416,2
cust_001417,3
cust_001420,4
cust_001421,0
cust_001423,1
cust_001425,2
cust_001426,3
cust_001427,4
cust_001428,0
cust_001429,1
cust_001430,2
cust_001431,3
cust_001433,4
cust_001434,0
cust_001435,1
cust_001436,2
cust_001437,3
cust_001438,4
cust_001439,0
cust_001440,1
cust_001441,2
cust_001443,3
cust_001444,4
cust_001445,0
cust_001446,1
cust_001447,2
cust_001448,3
cust_001449,4
cust_001450,0
cust_001451,1
cust_001453,2
cust_001455,3
cust_001458,4
cust_001459,0
cust_001460,1
cust_001462,2
cust_001464,3
cust_001465,4
cust_001466,0
cust_001467,1
cust_001468,2
cust_001469,3
cust_001470,4
cust_001471,0
cust_001473,1
cust_001474,2
cust_001475,3
cust_001476,4
cust_001477,0
cust_001478,1
cust_001479,2
cust_001481,3
cust_001482,4
cust_001483,0
cust_001485,1
cust_001486,2
cust_001487,3
cust_001488,4
cust_001489,0
cust_001490,1
cust_001492,2
cust_001493,3
cust_001495,4
cust_001496,0
cust_001497,1
cust_001500,2
cust_001501,3
cust_001502,4
cust_001503,0
cust_001504,1
cust_001505,2
cust_001507,3
cust_001508,4
cust_001509,0
cust_001510,1
cust_001513,2
cust_001514,3
cust_001515,4
cust_001516,0
cust_001517,1
cust_001518,2
cust_001519,3
cust_001520,4
cust_001521,0
cust_001522,1
cust_001524,2
cust_001525,3
cust_001527,4
cust_001528,0
cust_001529,1
cust_001530,2
cust_001531,3
cust_001532,4
cust_001533,0
cust_001534,1
cust_001535,2
cust_001537,3
cust_001538,4
cust_001539,0
cust_001541,1
cust_001542,2
cust_001543,3
cust_001544,4
cust_001545,0
cust_001546,1
cust_001547,2
cust_001549,3
cust_001550,4
cust_001551,0
cust_001552,1
cust_001554,2
cust_001555,3
cust_001556,4
cust_001557,0
cust_001558,1
cust_001559,2
cust_001560,3
cust_001561,4
cust_001562,0
cust_001563,1
cust_001566,2
cust_001567,3
cust_001568,4
cust_001569,0
cust_001570,1
cust_001572,2
cust_001573,3
cust_001574,4
cust_001575,0
cust_001576,1
cust_001577,2
cust_001578,3
cust_001579,4
cust_001580,0
cust_001581,1
cust_001583,2
cust_001584,3
cust_001585,4
cust_001586,0
cust_001587,1
cust_001589,2
cust_001590,3
cust_001591,4
cust_001592,0
cust_001593,1
cust_001594,2
cust_001595,3
cust_001596,4
cust_001597,0
cust_001598,1
cust_001599,2
cust_001600,3
cust_001601,4
cust_001602,0
cust_001603,1
cust_001604,2
cust_001605,3
cust_001606,4
cust_001607,0
cust_001608,1
cust_001609,2
cust_001610,3
cust_001611,4
cust_001612,0
cust_001613,1
cust_001614,2
cust_001615,3
cust_001616,4
cust_001618,0
cust_001619,1
cust_001620,2
cust_001621,3
cust_001622,4
cust_001623,0
cust_001624,1
cust_001626,2
cust_001627,3
cust_001628,4
cust_001629,0
cust_001632,1
cust_001633,2
cust_001634,3
cust_001635,4
cust_001636,0
cust_001637,1
cust_001638,2
cust_001639,3
cust_001640,4
cust_001641,0
cust_001642,1
cust_001644,2
cust_001645,3
cust_001646,4
cust_001647,0
cust_001648,1
cust_001649,2
cust_001651,3
cust_001652,4
cust_001653,0
cust_001654,1
cust_001655,2
cust_001656,3
cust_001657,4
cust_001660,0
cust_001661,1
cust_001662,2
cust_001663,3
cust_001664,4
cust_001665,0
cust_001666,1
cust_001667,2
cust_001668,3
cust_001669,4
cust_001670,0
cust_001671,1
cust_001672,2
cust_001673,3
cust_001675,4
cust_001676,0
cust_001679,1
cust_001680,2
cust_001681,3
cust_001682,4
cust_001683,0
cust_001684,1
cust_001685,2
cust_001686,3
cust_001688,4
cust_001689,0
cust_001690,1
cust_001691,2
cust_001692,3
cust_001695,4
cust_001696,0
cust_001697,1
cust_001698,2
cust_001699,3
cust_001700,4
cust_001701,0
cust_001702,1
cust_001703,2
cust_001704,3
cust_001705,4
cust_001707,0
cust_001708,1
cust_001709,2
cust_001711,3
cust_001712,4
cust_001713,0
cust_001714,1
cust_001715,2
cust_001716,3
cust_001717,4
cust_001719,0
cust_001721,1
cust_001722,2
cust_001723,3
cust_001724,4
cust_001725,0
cust_001727,1
cust_001728,2
cust_001729,3
cust_001730,4
cust_001731,0
cust_001732,1
cust_001733,2
cust_001734,3
cust_001735,4
cust_001736,0
cust_001737,1
cust_001739,2
cust_001740,3
cust_001741,4
cust_001743,0
cust_001746,1
cust_001747,2
cust_001748,3
cust_001749,4
cust_001750,0
cust_001753,1
cust_001754,2
cust_001756,3
cust_001757,4
cust_001758,0
cust_001759,1
cust_001760,2
cust_001761,3
cust_001762,4
cust_001763,0
cust_001764,1
cust_001765,2
cust_001766,3
cust_001767,4
cust_001768,0
cust_001769,1
cust_001771,2
cust_001773,3
cust_001774,4
cust_001775,0
cust_001776,1
cust_001777,2
cust_001778,3
cust_001780,4
cust_001782,0
cust_001783,1
cust_001784,2
cust_001785,3
cust_001786,4
cust_001787,0
cust_001788,1
cust_001789,2
cust_001790,3
cust_001791,4
cust_001792,0
cust_001793,1
cust_001794,2
cust_001795,3
cust_001797,4
cust_001798,0
cust_001799,1
cust_001801,2
cust_001803,3
cust_001804,4
cust_001805,0
cust_001806,1
cust_001807,2
cust_001809,3
cust_001810,4
cust_001811,0
cust_001813,1
cust_001814,2
cust_001815,3
cust_001816,4
cust_001817,0
cust_001818,1
cust_001819,2
cust_001820,3
cust_001823,4
cust_001825,0
cust_001826,1
cust_001827,2
cust_001828,3
cust_001830,4
cust_001831,0
cust_001832,1
cust_001833,2
cust_001834,3
cust_001835,4
cust_001836,0
cust_001837,1
cust_001838,2
cust_001839,3
cust_001840,4
cust_001841,0
cust_001842,1
cust_001843,2
cust_001844,3
cust_001845,4
cust_001846,0
cust_001847,1
cust_001848,2
cust_001849,3
cust_001851,4
cust_001856,0
cust_001857,1
cust_001858,2
cust_001859,3
cust_001862,4
cust_001863,0
cust_001864,1
cust_001865,2
cust_001866,3
cust_001867,4
cust_001868,0
cust_001869,1
cust_001870,2
cust_001871,3
cust_001872,4
cust_001873,0
cust_001874,1
cust_001876,2
cust_001877,3
cust_001878,4
cust_001880,0
cust_001881,1
cust_001883,2
cust_001884,3
cust_001886,4
cust_001889,0
cust_001891,1
cust_001893,2
cust_001894,3
cust_001895,4
cust_001896,0
cust_001898,1
cust_001899,2
cust_001900,3
cust_001901,4
cust_001902,0
cust_001905,1
cust_001906,2
cust_001907,3
cust_001908,4
cust_001909,0
cust_001910,1
cust_001913,2
cust_001914,3
cust_001915,4
cust_001916,0
cust_001918,1
cust_001920,2
cust_001921,3
cust_001922,4
cust_001923,0
cust_001924,1
cust_001925,2
cust_001926,3
cust_001927,4
cust_001928,0
cust_001929,1
cust_001930,2
cust_001932,3
cust_001933,4
cust_001934,0
cust_001936,1
cust_001937,2
cust_001938,3
cust_001939,4
cust_001940,0
cust_001942,1
cust_001944,2
cust_001946,3
cust_001947,4
cust_001948,0
cust_001949,1
cust_001950,2
cust_001951,3
cust_001952,4
cust_001953,0
cust_001954,1
cust_001955,2
cust_001956,3
cust_001957,4
cust_001960,0
cust_001962,1
cust_001963,2
cust_001965,3
cust_001966,4
cust_001967,0
cust_001968,1
cust_001969,2
cust_001970,3
cust_001971,4
cust_001972,0
cust_001973,1
cust_001975,2
cust_001976,3
cust_001981,4
cust_001982,0
cust_001983,1
cust_001984,2
cust_001986,3
cust_001987,4
cust_001988,0
cust_001990,1
cust_001991,2
cust_001992,3
cust_001993,4
cust_001994,0
cust_001995,1
cust_001996,2
cust_001997,3
cust_001998,4
cust_001999,0
cust_002000,1
cust_002001,2
cust_002002,3
cust_002003,4
cust_002004,0
cust_002005,1
cust_002009,2
cust_002011,3
cust_002012,4
cust_002014,0
cust_002015,1
cust_002016,2
cust_002017,3
cust_002018,4
cust_002019,0
cust_002021,1
cust_002022,2
cust_002023,3
cust_002024,4
cust_002025,0
cust_002026,1
cust_002027,2
cust_002028,3
cust_002029,4
cust_002030,0
cust_002031,1
cust_002032,2
cust_002033,3
cust_002035,4
cust_002036,0
cust_002037,1
cust_002038,2
cust_002039,3
cust_002040,4
cust_002041,0
cust_002042,1
cust_002043,2
cust_002045,3
cust_002046,4
cust_002047,0
cust_002048,1
cust_002049,2
cust_002050,3
cust_002051,4
cust_002052,0
cust_002053,1
cust_002054,2
cust_002055,3
cust_002056,4
cust_002058,0
cust_002060,1
cust_002061,2
cust_002062,3
cust_002063,4
cust_002064,0
cust_002065,1
cust_002066,2
cust_002067,3
cust_002068,4
cust_002069,0
cust_002070,1
cust_002072,2
cust_002073,3
cust_002075,4
cust_002076,0
cust_002077,1
cust_002078,2
cust_002079,3
cust_002081,4
cust_002082,0
cust_002083,1
cust_002084,2
cust_002085,3
cust_002086,4
cust_002088,0
cust_002089,1
cust_002090,2
cust_002091,3
cust_002093,4
cust_002094,0
cust_002096,1
cust_002097,2
cust_002100,3
cust_002101,4
cust_002102,0
cust_002103,1
cust_002104,2
cust_002105,3
cust_002106,4
cust_002107,0
cust_002108,1
