customer_id,cv_fold
cust_000614,1
cust_000615,2
cust_000616,3
cust_000618,4
cust_000619,0
cust_000620,1
cust_000622,2
cust_000623,3
cust_000624,4
cust_000625,0
cust_000626,1
cust_000627,2
cust_000628,3
cust_000629,4
cust_000630,0
cust_000631,1
cust_000632,2
cust_000633,3
cust_000634,4
cust_000635,0
cust_000637,1
cust_000639,2
cust_000641,3
cust_000642,4
cust_000644,0
cust_000645,1
cust_000646,2
cust_000647,3
cust_000648,4
cust_000649,0
cust_000651,1
cust_000652,2
cust_000653,3
cust_000654,4
cust_000655,0
cust_000656,1
cust_000657,2
cust_000658,3
cust_000659,4
cust_000660,0
cust_000661,1
cust_000663,2
cust_000664,3
cust_000665,4
cust_000666,0
cust_000667,1
cust_000669,2
cust_000670,3
cust_000672,4
cust_000674,0
cust_000675,1
cust_000676,2
cust_000677,3
cust_000678,4
cust_000679,0
cust_000680,1
cust_000681,2
cust_000682,3
cust_000683,4
cust_000684,0
cust_000685,1
cust_000687,2
cust_000688,3
cust_000689,4
cust_000690,0
cust_000691,1
cust_000692,2
cust_000693,3
cust_000694,4
cust_000695,0
cust_000696,1
cust_000697,2
cust_000698,3
cust_000702,4
cust_000703,0
cust_000705,1
cust_000706,2
cust_000707,3
cust_000708,4
cust_000709,0
cust_000710,1
cust_000711,2
cust_000712,3
cust_000713,4
cust_000714,0
cust_000715,1
cust_000716,2
cust_000717,3
cust_000718,4
cust_000719,0
cust_000720,1
cust_000721,2
cust_000722,3
cust_000723,4
cust_000724,0
cust_000725,1
cust_000726,2
cust_000727,3
cust_000728,4
cust_000729,0
cust_000730,1
cust_000732,2
cust_000733,3
cust_000734,4
cust_000735,0
cust_000736,1
cust_000737,2
cust_000739,3
cust_000740,4
cust_000741,0
cust_000742,1
cust_000743,2
cust_000744,3
cust_000745,4
cust_000746,0
cust_000747,1
cust_000748,2
cust_000749,3
cust_000750,4
cust_000751,0
cust_000752,1
cust_000756,2
cust_000757,3
cust_000758,4
cust_000759,0
cust_000761,1
cust_000762,2
cust_000765,3
cust_000766,4
cust_000767,0
cust_000768,1
cust_000770,2
cust_000771,3
cust_000772,4
cust_000773,0
cust_000774,1
cust_000775,2
cust_000776,3
cust_000777,4
cust_000779,0
cust_000781,1
cust_000782,2
cust_000783,3
cust_000784,4
cust_000785,0
cust_000786,1
cust_000787,2
cust_000788,3
cust_000790,4
cust_000791,0
cust_000793,1
cust_000794,2
cust_000795,3
cust_000797,4
cust_000798,0
cust_000799,1
cust_000800,2
cust_000801,3
cust_000802,4
cust_000803,0
cust_000804,1
cust_000805,2
cust_000807,3
cust_000808,4
cust_000809,0
cust_000810,1
cust_000811,2
cust_000812,3
cust_000813,4
cust_000814,0
cust_000815,1
cust_000816,2
cust_000817,3
cust_000818,4
cust_000821,0
cust_000822,1
cust_000824,2
cust_000825,3
cust_000826,4
cust_000827,0
cust_000828,1
cust_000832,2
cust_000833,3
cust_000834,4
cust_000836,0
cust_000837,1
cust_000838,2
cust_000839,3
cust_000840,4
cust_000841,0
cust_000842,1
cust_000843,2
cust_000844,3
cust_000845,4
cust_000847,0
cust_000849,1
cust_000850,2
cust_000851,3
cust_000852,4
cust_000853,0
cust_000854,1
cust_000856,2
cust_000857,3
cust_000858,4
cust_000859,0
cust_000861,1
cust_000862,2
cust_000864,3
cust_000865,4
cust_000866,0
cust_000867,1
cust_000868,2
cust_000870,3
cust_000871,4
cust_000872,0
cust_000873,1
cust_000874,2
cust_000875,3
cust_000876,4
cust_000877,0
cust_000878,1
cust_000879,2
cust_000880,3
cust_000881,4
cust_000882,0
cust_000883,1
cust_000884,2
cust_000885,3
cust_000886,4
cust_000887,0
cust_000888,1
cust_000893,2
cust_000894,3
cust_000895,4
cust_000896,0
cust_000898,1
cust_000899,2
cust_000901,3
cust_000902,4
cust_000903,0
cust_000904,1
cust_000905,2
cust_000907,3
cust_000908,4
cust_000909,0
cust_000910,1
cust_000911,2
cust_000912,3
cust_000913,4
cust_000915,0
cust_000916,1
cust_000917,2
cust_000918,3
cust_000919,4
cust_000920,0
cust_000921,1
cust_000922,2
cust_000923,3
cust_000924,4
cust_000925,0
cust_000926,1
cust_000927,2
cust_000929,3
cust_000930,4
cust_000931,0
cust_000932,1
cust_000933,2
cust_000934,3
cust_000935,4
cust_000936,0
cust_000937,1
cust_000938,2
cust_000940,3
cust_000941,4
cust_000942,0
cust_000943,1
cust_000944,2
cust_000945,3
cust_000946,4
cust_000947,0
cust_000948,1
cust_000949,2
cust_000950,3
cust_000951,4
cust_000952,0
cust_000954,1
cust_000955,2
cust_000956,3
cust_000958,4
cust_000959,0
cust_000961,1
cust_000963,2
cust_000964,3
cust_000965,4
cust_000966,0
cust_000967,1
cust_000968,2
cust_000969,3
cust_000970,4
cust_000972,0
cust_000973,1
cust_000974,2
cust_000975,3
cust_000977,4
cust_000978,0
cust_000979,1
cust_000980,2
cust_000981,3
cust_000982,4
cust_000983,0
cust_000984,1
cust_000986,2
cust_000987,3
cust_000989,4
cust_000990,0
cust_000991,1
cust_000992,2
cust_000993,3
cust_000994,4
cust_000995,0
cust_000997,1
cust_000999,2
cust_001000,3
cust_001001,4
cust_001002,0
cust_001003,1
cust_001004,2
cust_001006,3
cust_001007,4
cust_001008,0
cust_001009,1
cust_001010,2
cust_001011,3
cust_001012,4
cust_001013,0
cust_001014,1
cust_001015,2
cust_001016,3
cust_001018,4
cust_001019,0
cust_001020,1
cust_001022,2
cust_001023,3
cust_001026,4
cust_001027,0
cust_001028,1
cust_001029,2
cust_001030,3
cust_001031,4
cust_001032,0
cust_001033,1
cust_001034,2
cust_001035,3
cust_001037,4
cust_001038,0
cust_001040,1
cust_001041,2
cust_001042,3
cust_001043,4
cust_001044,0
cust_001045,1
cust_001046,2
cust_001047,3
cust_001048,4
cust_001049,0
cust_001050,1
cust_001051,2
cust_001052,3
cust_001053,4
cust_001054,0
cust_001055,1
cust_001056,2
cust_001057,3
cust_001060,4
cust_001061,0
cust_001064,1
cust_001065,2
cust_001066,3
cust_001067,4
cust_001068,0
cust_001069,1
cust_001071,2
cust_001072,3
cust_001073,4
cust_001074,0
cust_001075,1
cust_001076,2
cust_001077,3
cust_001079,4
cust_001081,0
cust_001082,1
cust_001083,2
cust_001084,3
cust_001085,4
cust_001086,0
cust_001087,1
cust_001088,2
cust_001089,3
cust_001090,4
cust_001091,0
cust_001092,1
cust_001093,2
cust_001094,3
cust_001095,4
cust_001096,0
cust_001097,1
cust_001098,2
cust_001099,3
cust_001100,4
cust_001101,0
cust_001102,1
cust_001103,2
cust_001104,3
cust_001105,4
cust_001106,0
cust_001107,1
cust_001108,2
cust_001109,3
cust_001110,4
cust_001111,0
cust_001112,1
cust_001113,2
cust_001114,3
cust_001115,4
cust_001116,0
cust_001117,1
cust_001118,2
cust_001119,3
cust_001120,4
cust_001121,0
cust_001122,1
cust_001123,2
cust_001125,3
cust_001126,4
cust_001127,0
cust_001128,1
cust_001129,2
cust_001130,3
cust_001131,4
cust_001132,0
cust_001133,1
cust_001134,2
cust_001135,3
cust_001136,4
cust_001137,0
cust_001138,1
cust_001139,2
cust_001140,3
cust_001141,4
cust_001143,0
cust_001145,1
cust_001146,2
cust_001147,3
cust_001148,4
cust_001149,0
cust_001150,1
cust_001151,2
cust_001152,3
cust_001153,4
cust_001157,0
cust_001158,1
cust_001159,2
cust_001160,3
cust_001162,4
cust_001163,0
cust_001164,1
cust_001165,2
cust_001166,3
cust_001167,4
cust_001168,0
cust_001169,1
cust_001170,2
cust_001171,3
cust_001174,4
cust_001175,0
cust_001176,1
cust_001177,2
cust_001178,3
cust_001179,4
cust_001180,0
cust_001182,1
cust_001183,2
cust_001184,3
cust_001185,4
cust_001186,0
cust_001188,1
cust_001190,2
cust_001191,3
cust_001193,4
cust_001194,0
cust_001195,1
cust_001196,2
cust_001197,3
cust_001198,4
cust_001199,0
cust_001200,1
cust_001201,2
cust_001202,3
cust_001203,4
cust_001204,0
cust_001206,1
cust_001207,2
cust_001208,3
cust_001209,4
cust_001210,0
cust_001211,1
cust_001212,2
cust_001214,3
cust_001215,4
cust_001216,0
cust_001217,1
cust_001218,2
cust_001219,3
cust_001220,4
cust_001222,0
cust_001223,1
cust_001225,2
cust_001226,3
cust_001227,4
cust_001229,0
cust_001230,1
cust_001231,2
cust_001232,3
cust_001233,4
cust_001235,0
cust_001236,1
cust_001237,2
cust_001238,3
cust_001239,4
cust_001241,0
cust_001242,1
cust_001243,2
cust_001244,3
cust_001245,4
cust_001246,0
cust_001248,1
cust_001250,2
cust_001251,3
cust_001253,4
cust_001254,0
cust_001255,1
cust_001256,2
cust_001257,3
cust_001259,4
cust_001260,0
cust_001261,1
cust_001262,2
cust_001263,3
cust_001264,4
cust_001265,0
cust_001266,1
cust_001267,2
cust_001268,3
cust_001269,4
cust_001270,0
cust_001271,1
cust_001274,2
cust_001275,3
cust_001276,4
cust_001277,0
cust_001278,1
cust_001279,2
cust_001281,3
cust_001282,4
cust_001283,0
cust_001284,1
cust_001285,2
cust_001286,3
cust_001288,4
cust_001291,0
cust_001292,1
cust_001293,2
cust_001295,3
cust_001297,4
cust_001298,0
cust_001299,1
cust_001301,2
cust_001302,3
cust_001304,4
cust_001305,0
cust_001306,1
cust_001307,2
cust_001308,3
cust_001309,4
cust_001310,0
cust_001311,1
cust_001312,2
cust_001313,3
cust_001314,4
cust_001315,0
cust_001317,1
cust_001318,2
cust_001319,3
cust_001320,4
cust_001322,0
cust_001323,1
cust_001324,2
cust_001325,3
cust_001326,4
cust_001328,0
cust_001329,1
cust_001331,2
cust_001332,3
cust_001333,4
cust_001335,0
cust_001337,1
cust_001338,2
cust_001340,3
cust_001341,4
cust_001344,0
cust_001345,1
cust_001346,2
cust_001347,3
cust_001348,4
cust_001350,0
cust_001351,1
cust_001352,2
cust_001353,3
cust_001354,4
cust_001356,0
cust_001357,1
cust_001358,2
cust_001359,3
cust_001360,4
cust_001362,0
cust_001363,1
cust_001365,2
cust_001366,3
cust_001368,4
cust_001369,0
cust_001370,1
cust_001371,2
cust_001372,3
cust_001373,4
cust_001374,0
cust_001375,1
cust_001376,2
cust_001377,3
cust_001378,4
cust_001379,0
cust_001380,1
cust_001381,2
cust_001383,3
cust_001384,4
cust_001386,0
cust_001387,1
cust_001388,2
cust_001389,3
cust_001391,4
cust_001392,0
cust_001393,1
cust_001394,2
cust_001396,3
cust_001397,4
cust_001398,0
cust_001399,1
cust_001401,2
cust_001402,3
cust_001403,4
cust_001405,0
cust_001406,1
cust_001407,2
cust_001408,3
cust_001409,4
cust_001410,0
cust_001411,1
cust_001412,2
cust_001413,3
cust_001414,4
cust_001415,0
cust_001416,1
cust_001417,2
cust_001418,3
cust_001419,4
cust_001420,0
cust_001421,1
cust_001422,2
cust_001424,3
cust_001426,4
cust_001427,0
cust_001428,1
cust_001430,2
cust_001432,3
cust_001433,4
cust_001434,0
cust_001435,1
cust_001436,2
cust_001437,3
cust_001438,4
cust_001439,0
cust_001440,1
cust_001441,2
cust_001443,3
cust_001444,4
cust_001445,0
cust_001446,1
cust_001447,2
cust_001448,3
cust_001450,4
cust_001451,0
cust_001452,1
cust_001453,2
cust_001454,3
cust_001455,4
cust_001456,0
cust_001457,1
cust_001458,2
cust_001459,3
cust_001460,4
cust_001461,0
cust_001462,1
cust_001463,2
cust_001464,3
cust_001465,4
cust_001466,0
cust_001467,1
cust_001468,2
cust_001469,3
cust_001471,4
cust_001472,0
cust_001473,1
cust_001476,2
cust_001478,3
cust_001480,4
cust_001481,0
cust_001482,1
cust_001483,2
cust_001484,3
cust_001485,4
cust_001486,0
cust_001487,1
cust_001488,2
cust_001489,3
cust_001491,4
cust_001492,0
cust_001493,1
cust_001494,2
cust_001495,3
cust_001496,4
cust_001497,0
cust_001498,1
cust_001499,2
cust_001500,3
cust_001501,4
cust_001502,0
cust_001504,1
cust_001505,2
cust_001506,3
cust_001507,4
cust_001508,0
cust_001509,1
cust_001510,2
cust_001511,3
cust_001512,4
cust_001513,0
cust_001514,1
cust_001516,2
cust_001517,3
cust_001518,4
cust_001519,0
cust_001521,1
cust_001522,2
cust_001523,3
cust_001524,4
cust_001525,0
cust_001526,1
cust_001527,2
cust_001529,3
cust_001530,4
cust_001531,0
cust_001532,1
cust_001533,2
cust_001534,3
cust_001538,4
cust_001539,0
cust_001540,1
cust_001541,2
cust_001542,3
cust_001543,4
cust_001544,0
cust_001545,1
cust_001546,2
cust_001547,3
cust_001548,4
cust_001549,0
cust_001550,1
cust_001551,2
cust_001552,3
cust_001553,4
cust_001554,0
cust_001556,1
cust_001557,2
cust_001558,3
cust_001559,4
cust_001560,0
cust_001561,1
cust_001562,2
cust_001563,3
cust_001564,4
cust_001565,0
cust_001566,1
cust_001567,2
cust_001568,3
cust_001569,4
cust_001570,0
cust_001571,1
cust_001573,2
cust_001574,3
cust_001575,4
cust_001577,0
cust_001578,1
cust_001579,2
cust_001582,3
cust_001583,4
cust_001584,0
cust_001585,1
cust_001586,2
cust_001587,3
cust_001588,4
cust_001589,0
cust_001590,1
cust_001591,2
cust_001592,3
cust_001593,4
cust_001594,0
cust_001596,1
cust_001597,2
cust_001598,3
cust_001599,4
cust_001600,0
cust_001601,1
cust_001602,2
cust_001603,3
cust_001604,4
cust_001605,0
cust_001607,1
cust_001608,2
cust_001609,3
cust_001610,4
cust_001611,0
cust_001612,1
cust_001614,2
cust_001615,3
cust_001616,4
cust_001617,0
cust_001618,1
cust_001619,2
cust_001621,3
cust_001622,4
cust_001623,0
cust_001624,1
cust_001625,2
cust_001629,3
cust_001630,4
cust_001631,0
cust_001632,1
cust_001634,2
cust_001635,3
cust_001636,4
cust_001639,0
cust_001640,1
cust_001641,2
cust_001644,3
cust_001645,4
cust_001646,0
cust_001647,1
cust_001649,2
cust_001650,3
cust_001651,4
cust_001652,0
cust_001653,1
cust_001654,2
cust_001655,3
cust_001656,4
cust_001657,0
cust_001658,1
cust_001660,2
cust_001661,3
cust_001662,4
cust_001663,0
cust_001664,1
cust_001665,2
cust_001666,3
cust_001667,4
cust_001668,0
cust_001669,1
cust_001670,2
cust_001671,3
cust_001672,4
cust_001673,0
cust_001674,1
cust_001676,2
cust_001678,3
cust_001680,4
cust_001681,0
cust_001682,1
cust_001683,2
cust_001684,3
cust_001685,4
cust_001687,0
cust_001689,1
cust_001690,2
cust_001692,3
cust_001693,4
cust_001694,0
cust_001695,1
cust_001696,2
cust_001699,3
cust_001700,4
cust_001701,0
cust_001702,1
cust_001703,2
cust_001704,3
cust_001705,4
cust_001706,0
cust_001707,1
cust_001708,2
cust_001709,3
cust_001710,4
cust_001711,0
cust_001712,1
cust_001714,2
cust_001715,3
cust_001716,4
cust_001717,0
cust_001718,1
cust_001719,2
cust_001720,3
cust_001721,4
cust_001724,0
cust_001725,1
cust_001726,2
cust_001727,3
cust_001728,4
cust_001729,0
cust_001732,1
cust_001733,2
cust_001734,3
cust_001735,4
cust_001736,0
cust_001737,1
cust_001738,2
cust_001739,3
cust_001740,4
cust_001741,0
cust_001742,1
cust_001743,2
cust_001744,3
cust_001745,4
cust_001746,0
cust_001747,1
cust_001748,2
cust_001749,3
cust_001750,4
cust_001751,0
cust_001752,1
cust_001753,2
cust_001754,3
cust_001756,4
cust_001757,0
cust_001758,1
cust_001759,2
cust_001760,3
cust_001761,4
cust_001762,0
cust_001763,1
cust_001764,2
cust_001765,3
cust_001767,4
cust_001768,0
cust_001769,1
cust_001770,2
cust_001771,3
cust_001773,4
cust_001774,0
cust_001775,1
cust_001776,2
cust_001777,3
cust_001778,4
cust_001779,0
cust_001780,1
cust_001781,2
cust_001782,3
cust_001784,4
cust_001785,0
cust_001786,1
cust_001787,2
cust_001788,3
cust_001789,4
cust_001791,0
cust_001792,1
cust_001793,2
cust_001794,3
cust_001795,4
cust_001796,0
cust_001797,1
cust_001799,2
cust_001801,3
cust_001802,4
cust_001803,0
cust_001804,1
cust_001805,2
cust_001806,3
cust_001807,4
cust_001808,0
cust_001809,1
cust_001810,2
cust_001811,3
cust_001812,4
cust_001813,0
cust_001814,1
cust_001815,2
cust_001816,3
cust_001817,4
cust_001818,0
cust_001820,1
cust_001821,2
cust_001824,3
cust_001826,4
cust_001827,0
cust_001828,1
cust_001829,2
cust_001830,3
cust_001831,4
cust_001832,0
cust_001833,1
cust_001834,2
cust_001836,3
cust_001837,4
cust_001839,0
cust_001840,1
cust_001841,2
cust_001842,3
cust_001843,4
cust_001844,0
cust_001845,1
cust_001846,2
cust_001847,3
cust_001849,4
cust_001850,0
cust_001851,1
cust_001852,2
cust_001853,3
cust_001854,4
cust_001855,0
cust_001856,1
cust_001857,2
cust_001858,3
cust_001859,4
cust_001860,0
cust_001861,1
cust_001862,2
cust_001863,3
cust_001864,4
cust_001866,0
cust_001867,1
cust_001869,2
cust_001871,3
cust_001872,4
cust_001873,0
cust_001874,1
cust_001875,2
cust_001877,3
cust_001878,4
cust_001879,0
cust_001880,1
cust_001881,2
cust_001882,3
cust_001883,4
cust_001884,0
cust_001885,1
cust_001886,2
cust_001887,3
cust_001888,4
cust_001889,0
cust_001890,1
cust_001891,2
cust_001892,3
cust_001893,4
cust_001894,0
cust_001895,1
cust_001897,2
cust_001898,3
cust_001899,4
cust_001900,0
cust_001901,1
cust_001902,2
cust_001903,3
cust_001904,4
cust_001907,0
cust_001909,1
cust_001910,2
cust_001911,3
cust_001912,4
cust_001913,0
cust_001914,1
cust_001915,2
cust_001916,3
cust_001917,4
cust_001918,0
cust_001919,1
cust_001921,2
cust_001922,3
cust_001923,4
cust_001924,0
cust_001925,1
cust_001926,2
cust_001927,3
cust_001928,4
cust_001929,0
cust_001930,1
cust_001931,2
cust_001932,3
cust_001933,4
cust_001934,0
cust_001935,1
cust_001938,2
cust_001939,3
cust_001940,4
cust_001941,0
cust_001942,1
cust_001943,2
cust_001946,3
cust_001947,4
cust_001948,0
cust_001949,1
cust_001950,2
cust_001951,3
cust_001952,4
cust_001953,0
cust_001954,1
cust_001957,2
cust_001958,3
cust_001959,4
cust_001960,0
cust_001961,1
cust_001962,2
cust_001963,3
cust_001965,4
cust_001966,0
cust_001967,1
cust_001969,2
cust_001970,3
cust_001971,4
cust_001972,0
cust_001975,1
cust_001976,2
cust_001977,3
cust_001980,4
cust_001982,0
cust_001983,1
cust_001984,2
cust_001985,3
cust_001986,4
cust_001988,0
cust_001989,1
cust_001991,2
cust_001992,3
cust_001993,4
cust_001994,0
cust_001995,1
cust_001996,2
cust_001997,3
cust_001998,4
cust_001999,0
cust_002000,1
cust_002002,2
cust_002004,3
cust_002005,4
cust_002007,0
cust_002008,1
cust_002010,2
cust_002011,3
cust_002012,4
cust_002013,0
cust_002015,1
cust_002016,2
cust_002018,3
cust_002019,4
cust_002021,0
cust_002022,1
cust_002023,2
cust_002024,3
cust_002026,4
cust_002027,0
cust_002028,1
cust_002029,2
cust_002030,3
cust_002031,4
cust_002032,0
cust_002033,1
cust_002035,2
cust_002036,3
cust_002037,4
cust_002039,0
cust_002040,1
cust_002041,2
cust_002042,3
cust_002043,4
cust_002044,0
cust_002045,1
cust_002046,2
cust_002047,3
cust_002048,4
cust_002049,0
cust_002050,1
cust_002051,2
cust_002052,3
cust_002053,4
cust_002054,0
cust_002055,1
cust_002056,2
cust_002062,3
cust_002063,4
cust_002064,0
cust_002065,1
cust_002066,2
cust_002067,3
cust_002069,4
cust_002070,0
cust_002071,1
cust_002072,2
cust_002073,3
cust_002074,4
cust_002075,0
cust_002076,1
cust_002077,2
cust_002078,3
cust_002080,4
cust_002081,0
cust_002082,1
cust_002083,2
cust_002084,3
cust_002087,4
cust_002088,0
cust_002090,1
